sentence1	sentence2	label
eye at a time, adjusting to the soft light in the room.	Daidaita shi zuwa ƙananan gudu don haske, iska mai iska mai zafi a cikin dakin.	0
A symbol is a code that contains many meanings.	Wata alama ce wacce a tattare da ita sannan kuma a cikin zuciyarta tana da wadansu ma'anoni masu yawa.	1
American needs a strong military...	United na bukatar manyan 'yan wasa ...	0
"There has been research for several decades on what is known as ""apoptosis."""	Domin shekaru masu yawa, likitoci sun ki yarda da irin wannan cuta kamar yadda ake kira appendicitis.	0
Does the current US President know what he is saying?	Shin shugaban Amurka na yanzun ya san me yake fadi kuwa?	1
God's Promises Regarding Obedience	Bincika Abin da Littafi Mai Tsarki yake Magana game da Biyayya	0
Jurisprudents of the Guardian Council	Masanan fikihu (fukaha') na majalisar kare kundin tsarin mulki.	1
"""What Carlisle?"""	Yace - karelai	0
The enemies of the Iranian nation know, understand and feel this truth.	Makiya al'ummar Iran sun sani kuma sun fahimci hakan; to sai dai suna boyewa ne kawai.	1
In addition, the report provides 22 company profiles representing various sub-segments.	Kazalika hukmar ta amince da nadin wasu sabbin alkalai 22 da zasu rike ofisoshi daban-daban.	0
Materialism, materialistic tendencies, materialistic thought and materialistic civilization are your enemies and the enemies of humanity.	Tunani na abin duniya, akidar abin duniya, wayewa irin ta abin duniya, dukkanin wadannan abubuwan makiya bil'adama ne, don haka makiyan ku ne su.	1
Because of the difficulties of our illnesses, many of us have felt weak.	Don cututtuka da yawa, mun riga mun iya jin ƙanshin su daga launin fitsarin mu.	0
**Property to be sold unfurnished	*Da kyar ya samu ya bude wajen domin shima kuka yakeyi*	0
Ahhhhh run away run away.	shin-ichi kurokawa	0
A few years back a new gang started up in NY's Chinatown.	Sabuwar wasan an saita shekaru da dama a nan gaba a New Ninjago City.	0
But it's not very comfortable to play on note 4 screen.	Yana da wuya a yi la'akari da wani wasa da ba'a nuna a Fruits4Real ba.	0
"""It's not definite yet but it's possible,"" he said."	"Ya ce: ""Har ila yau, ba za a iya yin amfani da shi ba, amma ba za a iya yin amfani da shi ba."	0
In the same way, good deeds are obvious & even the ones that are inconspicuous cannot remain hidden.	Haka ma ayyuka nagari a fili suke, ko ba ma a fili suke ba, ba a iya ɓoye su.	0
The man then went back into	Daga nan mutumin yakoma ciki.	0
Nigeria Will Continue To Collaborate With China For...	Najeriya zata hada kai da Nijar don ...	0
initiating treatment in patients with bradycardia.	An ba da shawarar yin amfani da ganye a cikin marasa lafiya tare da bradycardia.	0
In the beginning of the year 1388, through their unprecedented presence the people gave rise to an election that was unprecedented in the history of our Revolution - and of course in the long history of our country -and was considered a prominent peak.	A farkon shekarar 1388 al'ummarmu sun shirya kansu wajen fitowa maras tamka a cikin zaben da aka gudanar wanda a tarihin wannan juyi na mu - kai ana iya cewa tsawon tarihin wannan kasa ta mu - ba a taba ganin irinsa ba kuma ana iya kirga shi a matsayin wani koli na fitowar al'umma.	1
We were ungrateful, and we paid the price. Islam has the capacity to help humanity achieve prosperity and perfection.	Addinin Musulunci yana da irin wannan karfin na isar da bil'adama zuwa ga sa'ada, zuwa ga kamala sannan kuma ya ciyar da shi gaba a fagen abin duniya da kuma na lahira.	1
That is to say, during the 3rd and 4th centuries of the Hijri calendar, Islamic civilization was greater than all earlier civilizations.	Wato a cikin karnoni na uku da hudu na hijira, a dukkanin fadin duniya na wancan lokacin babu wani ci gaba da kuma hukuma da aka same ta da take da irin wannan ci gaba da kuma daukaka ta Musulunci.	1
Was there an emphasis on sobriety in order to get the job done?	Totteoki pas kumachan dashita shi Konya ha daijoubu kana?	0
In Homagama, Sri Lanka, people celebrate the New Year with Elephants.	A Nagoya, Japan, mazauna suna ci gaba da bikin bikin shekara ta Honen-sai.	0
They are an independ...	sun shine abstract _	0
But Hosni Mubarak stepped in and helped Israel to block the way to Gaza.	Amma sai Hosni Mubarak ya shigo cikin fage, ya taimaka, ya rufe hanyar shigowa da kuma fita daga Masar.	1
He cheats on his wives, workers, and income taxes	yana,isa gurin ayki,ma'aikata,sojojin se sara masa sukeyi.	0
He further reiterated that resistance, reliance on God, and taking action are the three factors which can help Palestinians achieve victory. His Eminence said that the future is promising for the Palestinian people despite all the hardships and the crimes and atrocities which are committed against them.	Jagoran ya ci gaba da cewa: Hanya guda kawai ta ‘yantar da Palastinu, ita ce gwagwarmaya da tsayin daka, dogaro da Allah tare da aiki a kas. Jagoran ya bayyana makomar matsalar Palastinu da cewa makoma ce mai kyau duk kuwa da irin wahalhalu da zalunci da munanan ayyukan ta'addancin da ake yi wa Palastinawan a kasar Palastinun.	1
What is the solution?	To mene ne maganin?	1
"""I guess so,"" said mom, but I could see she was a little embarrassed."	"Mama ta ce ""Na yi zaton haka amma na ji muryar kamar ta ta."""	0
Al-Haderi said that the paper's journalists continue to receive direct threats to their physical safety.	Al-Bakary ya ce yanzu haka matasan da suka kama suna karbar horo na musamman domin su sauya halayyarsu.	0
The following year, Gilkey	Yuniu gilashin gilashi	0
Factor 2 - The Right Side of the Graph	Katin 2 - Sanya zuwa gefen dama na Card 1	0
No, certain things are being done and the measures that are being taken are good measures.	Bai kamata a yi zaton cewa babu wani abin da ake yi ba, ana ci gaba da gudanar da ayyuka, kuma ayyuka masu kyau.	1
It is instead recommended that doctors repeat screening on intervals of 6 to 12 months.	Yawanci, likitoci sun ba da shawara su dakatar da ƙoƙarin yin juna biyu don tsawon watanni 6 zuwa 12 daga lokacin kwanakin ƙarshe.	0
"Elsewhere in his speech, Ayatollah Khamenei expressed his gratitude for the efforts made by police officials and commanders during the New Year holidays and throughout last year. He reiterated: ""The people can see these efforts and services, and they appreciate them."""	A wani bangare na jawabin nasa, Jagoran juyin juya halin Musulunci Ayatullah Sayyid Ali Khamenei ya jinjina wa kwamandoji da manyan jami'an ‘yan sandan sakamakon irin kokarin da suka yi musamman a lokacin hutun sabuwar shekara da kuma tsawon shekarar da ta gabata, inda ya ce mutane suna ganin wannan kokari da kuma hidima, sannan kuma suna jinjina musu.	1
Once I spoke about Imam Hussein's (a.s.) patience. His patience was not limited to enduring thirst or seeing his companions being killed.	Hakurinsa ba wai kawai cikin cewa ya yi hakurin kishirwa ba ne ko kuma hakurin da ya nuna dangane da kashe masa magoya baya da aka yi ba ne; dukkanin wadannan hakuri ne masu sauki.	1
And being found in appearance as a man, He humbled Himself and became obedient to death - even death on a cross! - Philippians 2:1-8	Da ya bayyana da siffar mutum, sai ya ƙasƙantar da kansa ta yin biyayya, har wadda ta kai shi ga mutuwa, mutuwar ma ta gicciye (Filibyawa 2:5-8).	0
He was particularly concerned with the forced	Musamman yana damu da riguna.	0
One prime project of his was helping create the first university in Philadelphia.	Wannan yunkurin hidimar ne ma Ya sa ya zama mutumin farko da ya gina jami'ar Alkur'ani a Kano.	0
There are so many active, dynamic and innovative youth who are interested in the progress of the country and bring about honor and fame for our country in different areas. There were similar youth in the country at that time as well, but they could not do anything due to the hegemony of satanic governments.	Dukkanin irin wadannan matasa masu kumaji da suke da son ganin an ci gaba a wannan kasar da a yau kuke ganinsu, wadanda suke samar da ababen ban mamaki a fagage daban-daban, suna samar da daukaka da kuma samar da abin alfahari ga kasar su; to a wancan lokacin ma akwai irin wadannan matasan, to amma sakamakon irin ayyuka da mulkin kama-karya na dawagitai, ya sanya ba a ma ganin irin wadannan abubuwa.	1
Allah, Your blessings be upon Fatimah, her father, her husband and her children.	Ya Ubangiji Allah, ka yi salati ga Fatima da mahaifinta da mijinta da 'ya'yanta.	1
Gaddafi was the same person who was considered as their close friend before the brave uprising of the Libyan people. They used to coddle him, steal the wealth of Libya through his hands and shake or kiss his hand in order to deceive him.	Alhali kuwa shi Gaddafi kafin wannan yunkuri na al'ummar kasar Libiya yana daga cikin abokansu na kurkusa, suna rungumarsa; da taimakonsa suke sace dukiyar kasar Libiya, sannan kuma suna sumbantar hannayensa a kokarin da suke yi na yaudararsa ...bayan mikewar mutane, sai suka mayar da shi a matsayin abin da za su fake da shi wajen lalata kasar Libiyan gaba daya.	1
Greetings be upon Siddiqat al-Tahirah, Fatimah al-Marziah, the Holy Prophet’s (God’s greetings be upon him and his household) daughter.	Amincin Allah ya tabbata ga Siddiqatut Tahira, Fatima al-Mardhiyyah, ‘yar Manzon Allah, tsira da amincin Allah su tabbata a gare shi da Alayensa.	1
Antwerp is a city in the Flanders province of Belgium.	Antwerp wani birni ne dake yankin Flemish na Belgium.	0
rooms - these are the ones	yanyuwa - Asu	0
One of these types of gambling includes sports betting.	Daya daga cikin halayen wannan wasan shine biya.	0
This common language was created thanks to the Revolution.	To amma albarkacin wannan juyi sai ya zamanto bakinsu ya zo daya.	1
By Allah's favor, those who love the country, the Iranian nation and the Islamic Republic and those who are interested in the future of this nation will be encouraged by this meeting to have a more serious presence in the arena of economic activities.	Ina fatan insha Allahu wannan zaman zai zamanto wani lamari da zai kara sanya mutanen da suke kaunar kasar nan da wannan al'umma da wannan tsarin Jamhuriyar Musulunci da kuma makomar wannan al'umma za su kara kaimi da himma, su kara irin ayyukan da suke yi cikin hikima da nuna sanin ya kamata.	1
The legal persons are as follows: Heads of the three branches of government	Shugabannin bangarori uku na gwamnati (shugaban kasa, shugaban majalisa da shugaban ma'aikatar shari'a).	1
There are certain nations that are making use of our experiences. There are also certain other nations that are studying the conditions of the Iranian nation: they become happy whenever we make advances and achievements.	Akwai wadansu al'ummomin da suke amfanuwa da irin kwarewar da muka samu. Suna sanya ido kan yanayin al'ummar Iran, su kan yi farin ciki kan duk wata nasara da muka samu.	1
"We came back and tried to produce those parts, and we succeeded to do so without the help of foreigners."" This is the clever approach."	Sai muka dawo gida, muka yi tunani, muka sha wahalhalu, mu ka yi kokari, har muka kera wannan na'urar ba tare da dogaro da baki 'yan kasashen waje ba.	1
Today, Kourtney Kardashian gave birth to a baby boy, named Mason Dash Disick.	Kourtney Kardashian ta haifi ɗanta na farko a watan Disamba 2009 - Mason Dash Disick.	0
On the other hand, Italy	Ƙasar ƙasar Italiya	0
My wife is sitting in the	D'agota yayi ya zaunar da ita kan cinyarshi,	0
Long dresses are not for short women.	A hanyar dai ba tufafi da yawa ga manyan mata, tunda gajera ce.	0
What is the best way to reduce the pressure and...	Yace wannan hanya da ya bi na daya daga cikin hanyoyin rage kashe kudi kuma an...	0
winner takes it all (オーバーザトップのテーマ)	Mai nasara yana daukan shi duka.	0
The problem is the Islamic Republic which is standing firm against them like a lion.	Matsalar dai ita ce Jamhuriyar Musulunci wacce ta tsaya kyam a gabansu tamkar wani zaki.	1
Nobody should imagine that this is the way to express their gratitude for the blessed love of the Holy Prophet's (s.w.a.) household which has, thankfully, filled the hearts of our people. Nobody should imagine that this is the way to engender feelings in the heart of the people. This is wrong.	Kada wani ya yi zaton cewa za mu iya nuna godiyarmu ga wannan ni'imar, wato ni'imar so da kaunar Ahlulbaiti (a.s), wanda alhamdu lillahi ana iya ganin hakan cikin zukatanmu, ta hanyar motsa irin wadannan kumaji da tunzura mutane, lalle hakan kuskure ne. Lalle babu maslaha cikin tunzura mutane da haifar da sabani a tsakanin mutane.	1
"The Leader of the Islamic Revolution said that the effect of teachers on the individual and social characteristics of children and adolescents is far beyond the effect of parents, media, social factors, genetic inheritance, morality, and spirituality. ""Having such a prominent role, teachers can educate faithful, motivated, patient, hopeful, innovative, thoughtful, and scholarly individuals who are committed to pursuing public interests and reaching the peaks of individual and social perfection."""	Jagoran juyin juya halin Musulunci ya bayyana cewa gudummawa da tasirin malami wajen gina shaksiyyar yara da matasa ta daidaiku da ta al'umma ta ketare irin wadda iyaye da kafafen watsa labarai da sauran hanyoyi na zamantakewa da gado yana mai cewa: Malami da irin wannan gudummawar da yake bayarwa zai iya tarbiyantar da wani mutum mumini mai kumaji, ma'abocin hakuri, mai kyakkyawan fata ga gobe, mai kokarin tabbatar da ababen amfanin al'umma, mai kaunar isa ga kolin kamala ta daidaiku da ta al'ummance, mai kirkiran sabbin abubuwa, mai tunani sannan kuma ma'abocin bincike.	1
Fish oil - one tablespoon.	man zaitun - wani tablespoon;	0
This is a lesson for us.	Lalle hakan darasi ne a wajen mu.	1
the fact that the bacteria are killed	A sakamakon haka, ana kashe kwayoyin cutar.	0
A second C.I.A. officer said the agency's contacts had included members of the Japanese cabinet.	Ministan harkokin cikin gida Mr Abba Moro ya ce masu binciken za su hada da manyan jami'an hukumar gidan yari ta kasar.	0
But our youth made efforts and foiled the plots of the enemy with their actions.	To amma matasan cikin al'ummarmu sun yi himma, ta hanyar irin wannan aikin na su sun sami nasarar magance makircin makiya.	1
The Management of Kaduna Electric has said that the current total power blackout in Kaduna State was due to the ongoing five-day warning strike embarked by labour unions in the state.	Shugabannin Kamfanin Wutar Lantarki na Kaduna (TCN) sun ce rashin wutar lantarki baki daya a jihar a halin yanzu ta kasance ne sakamakon yajin aikin gargadi na kwanaki biyar da kungiyoyin kwadago suka fara a jihar.	0
The infinitives of all regular verbs in Italian end in - are, - ere, or - ire and are referred to as first, second, or third conjugation verbs, respectively.	Ƙayyadaddun kalmomi na yau da kullum a cikin Italiyanci a ƙarshen -are, -a, ko -ire da ake kira su na farko, na biyu, ko na uku na jigilar kalmomi, daidai.	0
"The Holy Quran says, ""Say you: â€˜We believe in Allah, and the revelation given to us, and to Ibrahim, Isma'il, Isaac, Jacob, and the Tribes, and that given to Moses and Jesus, and that given to all prophets from their Lord'"" [The Holy Quran, 2: 136]."	"Alkur'ani yana fadin cewa: ""Ka ce: Mun yi imani da Allah, da abin da aka saukar zuwa gare mu, da abin da aka saukar zuwa ga Ibrahim da Isma'il da Ishaka da Ya'akubu da Jikoki da abin da aka bai wa Musa da Isa, da abin da aka bai wa Annabawa...."""	1
There are multiple rubbers attached to the back of the stand and on the platform station.	An haɗa ƙananan alamun almara zuwa gadar gada da kuma bangon tashar.	0
It is like eating and breathing.	Wajibi ne a lura da hakan.	1
National determination is more important. National resistance against these storms is more important than military preparedness. Storms come and go, no matter how strong they are.	Guguwa ta kan zo ta kuma wuce; duk irin karfin da take da shi kuwa, za ta zo ta kuma wuce; abin da yake da muhimmanci shi ne mu sami karfi ko da tsayin dakan fada da wannan guguwa da kuma rashin hakan.	1
A description of the typical	Bayyana yadda Sau da yawa Wani abu ya faru	0
up the country when he fell sick and died	dinta sosai sannan suka tashi sukayo alwala sukayi sallah	0
That is to say, the straight path is not like a tunnel that leads to the end once you enter it. It is not like a railroad with no junctions. There are many junctions on the straight path, and it is necessary to identify these junctions and to choose the right direction.	Wato lamarin ba shi ne cewa wannan hanyar tamkar wata hanya ta karkashin kasa ba ce ta yadda daga lokacin da mutum ya shiga shi kenan haka zai ta tafiya - tamkar layin dogo - a'a, akwai mahada da suka hada hanyoyi bibbiyu da uku uku da yawa a kan hanyarsa, wanda wajibi ne a kalle su, a fahimce su sannan kuma a sanya kafa a wajen da ta dace.	1
Different countries and societies are often harmed because they fail to identify the opportunities. When the enemies lie in ambush and we fail to notice this or fail to take action to deal with the situation at the right time, we get harmed.	A mafi yawan lokuta kasashe da kuma al'umma suna shan kashi ne sakamakon rashin fahimtar irin matsayin da suke da shi da kuma damar da suke da ita. A lokacin da wani makiyi ya dana tarko, sannan kuma ba mu san cewa ya dana wannan tarkon ba ko kuma mun fahimci hakan amma ba mu dau matakan da suka dace cikin sauri da gaggawa ba; to a nan ne za mu sha kashi.	1
And this gathering, which is a sample of the young population of this divine country, is filled with knowledge and insight as well as enthusiasm about great revolutionary wishes and ideals.	Wannan taro ma wanda yake a matsayin daya daga cikin misalan gagarumin taron matasan wannan kasa, taro ne da ke cike da ilimi, basira da kuma kyakkyawan fata zuwa ga manyan koyarwar juyin juya halin Musulunci.	1
Then they realized that the people of Gaza had dug tunnels under the ground. In order to stop the oppressed people of Gaza from using these tunnels, they built steel walls around them which ran 30 meters below the surface and cut through the tunnels.	A lokacin da ya sami labarin cewa mutanen Gaza suna bi ta karkashin kasa, ta cikin ramuka (don shigar da abubuwan da suke bukata), don ya hana su yin hakan sai ya gina wata katanga ta karfe mai tsawon mita talatin, ya shigar da ita cikin kasa, don ya rufe hanyar shiga din.	1
In the real world, that's - ($890 billion) - and the Fed is already saying it would be a short term burst, followed by substantial inflation.	Tare da kimanin dala biliyan 10 da suke ciyarwa - shi ne abin da ƙararrakin ya ce yana da daraja - wannan lokaci ne mai tsawo.	0
Inbound marketing is about joining the conversation with a consumers instead of initiating it.	Kasuwancin shigowa shine game da shiga tattaunawar, maimakon fara shi.	0
Fracking represents the most urgent environmental threat the United States has faced in 30 years.	Wannan itace ambaliyar ruwa mafi muni da Afrika ta fuskanta tun tsawan shekaru 30 da su ka gabata.	0
I would also like to thank everybody who has attended this meeting, especially Mr. Qara'ati.	Ina mika godiya ta ga kowa da kowa, musamman ma ga mai girma Sheikh Kara'ati wanda wajibi ne in gode masa.	1
120 ID Miners Harvest All that glitters is not Gold.	Dukkan kayayyakin musulmai da ta ke sayarwa babu jabu, ina da tabbas a kai.	0
Each year during the hajj, hajj pilgrims encounter a large number of these ordinary members of the Islamic Ummah as well as the glory of the world of Islam.	To hakan yana hannunku ne. A lokacin aikin hajjin kowace shekara, mahajjaci zai hadu da wadannan gungun al'umma mai yawan gaske na al'ummar musulmi daga kasashen musulmi.	1
As for economy in the use of essential resources, especially water resources, today 90 percent of our water resources are being used up by the agricultural sector.	Haka tsumulmula cikin albarkatun kasa na asasi ciki kuwa har da tsumulmula da kuma amfani da ruwa yadda ya dace. A yau kashi casa'in cikin dari na ruwan da muke da shi a kasar nan, ana amfani da shi ne a bangaren aikin gona.	1
"(17) ""The God of this people Israel chose our fathers, and exalted the people when they dwelt as strangers in the land of Egypt, and with a high hand led them out of it; (18) and about the time of forty years nourished them in the wilderness."	17 Allah na wannan jama'a Isra'ila ya zaɓi kakanninmu, ya ɗaukaka mutane sa'ad da suke baƙunci a ƙasar Misira, kuma tare da wani ƙarfin hannu ya fitar da su daga cikinta.	0
Safety from such dangers is not possible except by turning the Islamic world into a powerful pole.	Babu wata hanyar tsira daga hakan kuwa da ta wuce kafa wani hadin gwuiwa mai karfi na duniyar musulmi.	1
This is while they support the terrorist child-killing government of Zionism.	Amma kuma sai ga shi suna goyon bayan gwamnatin ‘yan ta'adda ta sahyoniyawa, mai kashe kananan yara.	1
Sovereign does not sail from Tampa - she goes from Port Canaveral.....	Tsohuwa ta yi wa 'dan ta wankan tsarki domin zai je Kano daga Portharcourt - (Hotuna)	0
As far as managing the economy of a country, consumption is an essential pillar: appropriate consumption, consumption that is not wasteful. And this is something that is constantly recommended.	Cikin gudanar da tattalin arzikin wata kasa, batun yadda ake amfani da kayayyaki wani rukuni na asasi ne; don haka amfani yadda ya dace da kuma nesantar almubazzaranci da wasa da dukiya, lamari ne da a ko da yaushe ake kira zuwa gare shi.	1
How to Keep Brownies (Crucial)	Yadda za a haɗu da 'Brosser' (to Brush)	0
"The opening move, code name ""Service"" is underway."	"Tsarin maye gurbin, ""hanyar kariya"" kan gogewar gwanintar aiki, yana aiki a nan."	0
Genesis 12:10 And there was a famine in the land.	12:10 Amma yunwa ta faru a ƙasar.	0
"We should think about death, about leaving this world, about the moment we will leave our bodies and about meeting the Angel of Death. This moment is something that will happen to all of us. ""Every soul shall taste of death."""	"Yin tunanin mutuwa, tafiya daga wannan duniyar, lokacin fitar ruhin mutum daga jikinsa da kuma ganawa da mala'ikar mutuwa, lalle wannan wani lokaci ne da zai zo ga kowane guda daga cikin mu; ""Kowane rai mai dandanar mutuwa ne(2)"" Dukkanin mu za mu dandani hakan."	1
Regarding political issues, the great event of the year 1392 is the presidential elections, which will in fact determine the executive and political destiny of the country - and in a sense, the general destiny of the country - for the next four years.	A fagen lamurran siyasa, babban aikin da ake da shi a wannan shekarar ta 1392 shi ne zaben shugaban kasa da za a gudanar; wanda a hakikanin gaskiya shi ne zai tsara irin siyasar gudanar da kasar nan cikin shekaru hudu masu zuwa.	1
Hypocrisy is a Greek Word	Sharuɗɗa shine kalma da aka samo daga Girkanci.	0
Jamie revealed his family has already given the film a thumbs up.	Charlize ya shaidawa manema labarai cewa mahaifiyar ta sanya wasu takunkumi kan ita.	0
And there are some people who believe what they say and repeat their comments inside the country.	Wadansu mutane kuma sun yarda da hakan kuma suna ci gaba da sake nanata hakan a cikin gida.	1
Sayyid Ali Khamenei	Sayyid Ali Khamene'i	1
Therefore, if one realizes that the enemy has such a position, one will have an appropriate and accurate view of reality.	A saboda haka idan da an fahimci wannan mahanga da manufa ta makiya, to kuwa da mahangar mutum dangane da hakikanin abin da ke gudana za ta zamanto mahanga mai kyau.	1
During the early years of his prophethood, the Holy Prophet (s.w.a.) was given a few essential guidelines by Allah the Exalted so that he could shoulder that heavy and unique responsibility. Patience was one of these guidelines:	Allah Madaukakin Sarki a lokacin farko na aiko Annabi (s.a.w.a) ya shata wadansu layuka na asasi a gabansa don Manzon Allah (s.a.w.a) ya sami damar iya daukan wannan nauyi mai girma.	1
Right at the top, start with attention-grabbing visuals and text.	A saman cika, zuba fitar da saura na kullu da kuma santsi da shi tare da cokali.	0
It has also been really advisable by famous people and styles from all walks of daily life.	Har ila yau, an dauki shi a matsayin mai ban mamaki na ruhohin ruhohi da kuma abubuwa daban-daban a rayuwar yau da kullum.	0
"The Commander-in-Chief of the Iranian Armed Forces stressed: ""We have not encouraged any country to cause confrontation and war and we will not do so."	Babban kwamandan dakarun kasar Iran din ya ci gaba da cewa: Mu dai ba mu taba tsokanar wata kasa don mu yi yaki da ita ba kuma ba za mu taba yin hakan ba, sannan kuma gwargwadon yadda za mu iya za mu yi kokarin mu wajen ganin mun guje wa duk wani yaki da aka tsara shi ko kuma ya kunno kai haka nan kawai.	1
It is believed that women get attracted to clean and shaved men, then the unshaved ones.	To Koma dai ya abin yake indai sun amince da juna shike nan, illa dai maza masu qiba suyi haquri su dinga neman mata madai-daitako kuma masu qiba, amma ba sirara ba don gudun kada suyi barna	0
Inspired by Diahann?	Mai yasa kikai wasa da feelings dina??	0
The following is the full text of the speech delivered on October 13, 2011 by Ayatollah Khamenei the Leader of the Islamic Revolution in a meeting with the Armed Forces of Kermanshah province.	Shimfida: Abin da ke biye fassarar jawabin da Jagoran juyin juya halin Musulunci Ayatullah Sayyid Ali Khamenei yayi ne a wajen bikin hadin gwuiwan dakarun sojin lardin Kermanshah da aka gudanar a sansanin soji na 81 a ranar 13, Oktoba, 2011.	1
"data is called ""metadata."""	Watau abin da ake kira 'meta data'.	0
Cutting up the prosciutto	Twanda Menucci	0
Westerners took this opportunity to interfere in the affairs of the regional countries by bringing up a new issue: the Shia-Sunni issue.	To, a nan sai 'yan kasashen yammaci su ka yi amfani da wannan dama, don su sami damar tsoma baki cikin lamurran wannan yanki ta hanyar gabatar da wani sabon abu; wanda shi ne lamarin Shi'a da Sunna.	1
His activity began in 1985 with the exhibition at Villa Corsini in Rome.	Gidan ya fara aiki a 1956, bayan da aka gudanar da nune-nunen nune-nunen a Biennale a San Marino.	0
Here's a breakdown of the number of years' experience offered by Substitute Teachers in North Carolina	Hakan na zuwa ne lokacin da ake fuskantar rashin kwarewar malaman zamanin nan masu koyarwa musamman a makarantun arewacin Najeriya	0
And then they attacked two Islamic countries.	Daga baya kuma sai ya kai hari kasashe biyu na musulmi.	1
That is to say, our plans, laws and regulations should be such that both our laborers and our investors should feel secure.	Wato wajibi ne tsare-tsaren da za a aiwatar su zamanto masu kyaun gaske ta yadda shi kansa ma'aikaci zai ji cewa yana da aminci haka nan shi ma wanda ya zuba jarinsa.	1
"""Those who trust in the Lord are like Mount Zion, which cannot be shaken but endures forever."	1 Waɗanda suke dogara ga Ubangiji, Suna kama da Dutsen Sihiyona, Wanda ba zai jijjigu ba, faufau.	0
We are far from being able to assert that this is happening, but the story to date is compelling.	Don haka sannu a hankali, zamu yi ta kokari mu ga har an kai wannan lokacin, amma dai a halin yanzu, gaskiya zai yi wuya.	0
On my trips to different cities, as far as I am concerned one of the greatest and most important meetings is the meetings that are arranged with the honorable families of our martyrs and war veterans.	A wajena daya daga cikin mafiya muhimmancin ganawa a dukkanin ziyarar da na ke kai wa garuruwa daban-daban, ita ce ganawa da iyalan shahidai, masu sadaukarwa da kuma wadanda suka sami raunuka.	1
May 21 - On this day in 1881, Clara Barton founded the American Red Cross.	Mayu 21, 1883: Clara Barton ya hada da Red Cross ta Amirka.	0
Do not allow secular or western liberal or extremist nationalist or leftist Marxist models to be imposed on you.	Kada ku bari su tilasta muku tsarin rashin yarda da Allah ko kuma tsarin sassauci na yammaci, ko kuma tsarin ‘yan kasanci na wuce gona da iri, ko kuma akidar gurguzu.	1
The next requirement is that the country should not be distracted by side issues. Most of the time there is a central issue in the country which should be the focus of everybody's efforts.	Wani sharadin na gaba shi ne rashin nuna damuwa da ababe na bayan fage. Ku duba ku gani, a mafi yawan lokuta akwai lamurra na asali a wannan kasar wanda wajibi ne kowa da kowa ya ba da himma da kuma riko da wadannan lamurra; wajibi ne hakan ya zamanto shi ne abin da za a ba shi muhimmanci.	1
These pigs are bred to be killed and if they were not, pigs would only be zoo's.	Fatar dabbobi, idan akwai su, kuma ganyen bishiyoyi nan gaba zasu zama suturar su kawai.	0
The source, who asked not to be named due to restrictions on speaking to the media also said Russia's Defense Ministry last year trained a group of Chinese soldiers to use the S-400 systems.	Kafafen watsa labarai na Russia sun ce a watan da ya gabata ne dai aka nemi a kai wa dakarun sojin da ke Crimea makaman kirar S-400.	0
The usefulness and effectiveness of EUS have been established during the past few years.	Tasirin aikin OEA da abubuwan da suka amfana da shi an gano shi shekaru hamsin da suka gabata.	0
This is part of the effort to reform the norms of consumption, which I discussed with our people in this place two years ago. It is also part of economic jihad, which I discussed last year. National production is important and it must be the goal.	A fagen amfani da kayayyakin da aka samar, mafi yawan aikin yana hannun mutane ne; wanda hakan wani bangare ne na gyara irin yadda ake amfani da albarkatun kasa da shekaru biyun da suka gabata a wannan wajen na kirayi al'ummar Iran zuwa gare shi sannan kuma wani bangare na jihadin karfafa tattalin arzikin da na yi magana a kansa a shekarar da ta gabata. Samar da kayayakin cikin gida lamari ne mai muhimmanci; wajibi ne mu sanya hakan ya zamanto ita ce munafarmu.	1
Preparing a comprehensive plan for the development of the cooperative sector is one of the things that is absolutely necessary to do. The issue of our cooperative sector has been stressed in the policies specified in Article 44 of the Constitution.	Daya daga cikin abubuwa na wajibi shi ne tsara cikakken shiri na ciyar da bangaren hadin gwuwai gaba; wanda a cikin wannan siyasa ta 44 mun yi ishara da wannan lamari na hadin gwuiwa wanda wajibi ne a aiwatar da hakan.	1
don't it make you feel sick	Kuma kada ku nuna cewa yana cutar da ku.	0
- can lead to empyema	Na karo yad tumhain To	0
He was not after fame or a position in the university or Islamic seminary.	Ba mutum ne da yake neman suna da matsayin da aka sani na jami'a ko makarantar hauza ba.	1
"Generally it means something ""dishy,"" a pretty girl, a box of chocolates, an agreeable landscape."	"Musamman ma'anar ""Mai Kyau,"" wani biki mai ban sha'awa, da ballad mai ban sha'awa da ke da kyau."	0
My son just turned into a teenager.	Ɗana ya zama dan wasan nan da nan a Juventus.	0
The framework and the method of management is democracy.	Yanayin aiki, tsarin aikin da kuma yanayin gudanarwa, dukkaninku tsarin demokradiyya ne; wato mutane ne wadanda suke shigowa cikin fage; alhali suna masu riko da Musulunci da dukkan karfinsu, duk kuwa da cewa mai yiyuwa ne saboda irin shigarsu ta zahiri ba za a yi zaton cewa suna riko da Musulunci da kuma tsarin Musulunci ba; to amma a hakikanin gaskiya suna riko da shi, lalle suna son Musulunci.	1
Dates and times:.	Awalan & tab:	0
Parador de la Gomera is full of character	ikinci yavru ne zaman cikar	0
This article will help you understand why you can trust e-signatures.	Ta yin haka, za mu taimaka maka ka gane abinda ya sa za a iya amincewa da BBC News.	0
